ID,DataYear,ReportingStatus,GrossFloorArea,TotalGHGEmissions,GHGIntensity,NumberOfBuildings,ChicagoEnergyRating,ENERGYSTARScore,ElectricityUse,NaturalGasUse,DistrictSteamUse,DistrictChilledWaterUse,AllOtherFuelUse,SiteEUI,SourceEUI,WeatherNormalizedSiteEUI,WeatherNormalizedSourceEUI,ImputedFields,GHGIntensityPercentileGrade,GHGIntensityLetterGrade,EnergyMixWeightedPctSum,EnergyMixPercentileGrade,EnergyMixLetterGrade,index,SubmittedRecordsPercentileGrade,MissingRecordsCount,SubmittedRecordsLetterGrade,AvgPercentileGrade,AvgPercentileLetterGrade,NeighborsElectricityUse,NeighborsNaturalGasUse,NeighborsTotalGHGEmissions,neighbors_electricity_use_kbtu_x,neighbors_natural_gas_use_kbtu_x,neighbors_total_ghg_emissions_metric_tons_co2e_x,neighbors_electricity_use_kbtu_y,neighbors_natural_gas_use_kbtu_y,neighbors_total_ghg_emissions_metric_tons_co2e_y
156609,2017,Submitted,67000.0,658.4,9.8,1.0,,69.0,3229574.0,1152916.0,,,,65.4,169.4,65.4,169.4,,31.4868804664723,D,73.69267243051326,90.13228459063282,A,1111,100.0,0.0,A,61.79635406948928,B,,,,,,,,,
251866,2018,Submitted,115289.0,771.9,6.7,1.0,3.0,68.0,3087448.5,4862609.7,,,,69.0,119.3,65.9,116.1,,66.84723726977248,B,38.83554588317353,58.8338192419825,C,2911,88.88888888888889,1.0,A,65.84603522056813,B,,,,,,,,,
251739,2022,Submitted Data,205094.0,1660.7,8.1,1.0,1.0,28.0,9288836.0,8231340.1,0.0,0.0,,85.4,169.0,85.6,166.2,,24.47058823529412,D,53.01793741673635,77.49792416274565,B,2857,88.88888888888889,1.0,A,52.12335267163421,C,,,,,,,,,
102335,2018,Submitted,53136.0,254.3,4.8,1.0,3.5,79.0,480931.6,3281342.6,,,,70.8,90.2,68.0,87.2,,89.2018779342723,A,12.783002365962586,7.551020408163265,F,269,100.0,0.0,A,57.62134713040146,C,,,,,,,,,
241989,2018,Not Submitted,125100.0,1195.9791013436704,,1.0,0.0,,4406292.595747737,9542060.945331585,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,31.59005529054563,45.42274052478134,C,2152,87.5,1.0,A,,,"[{""building_id"": ""10542"", ""weight"": 0.41899, ""building_name"": ""Building 10542""}, {""building_id"": ""14667"", ""weight"": 0.40325, ""building_name"": ""Building 14667""}, {""building_id"": ""14157"", ""weight"": 0.17776, ""building_name"": ""Building 14157""}]","[{""building_id"": ""10542"", ""weight"": 0.4268, ""building_name"": ""Building 10542""}, {""building_id"": ""14667"", ""weight"": 0.41077, ""building_name"": ""Building 14667""}, {""building_id"": ""12399"", ""weight"": 0.16242, ""building_name"": ""Building 12399""}]","[{""building_id"": ""10542"", ""weight"": 0.41899, ""building_name"": ""Building 10542""}, {""building_id"": ""14667"", ""weight"": 0.40325, ""building_name"": ""Building 14667""}, {""building_id"": ""14157"", ""weight"": 0.17776, ""building_name"": ""Building 14157""}]","[{""building_id"": ""10542"", ""weight"": 0.41899}, {""building_id"": ""14667"", ""weight"": 0.40325}, {""building_id"": ""14157"", ""weight"": 0.17776}]","[{""building_id"": ""10542"", ""weight"": 0.4268}, {""building_id"": ""14667"", ""weight"": 0.41077}, {""building_id"": ""12399"", ""weight"": 0.16242}]","[{""building_id"": ""10542"", ""weight"": 0.41899}, {""building_id"": ""14667"", ""weight"": 0.40325}, {""building_id"": ""14157"", ""weight"": 0.17776}]","[{""building_id"": ""10542"", ""weight"": 0.41899}, {""building_id"": ""14667"", ""weight"": 0.40325}, {""building_id"": ""14157"", ""weight"": 0.17776}]","[{""building_id"": ""10542"", ""weight"": 0.4268}, {""building_id"": ""14667"", ""weight"": 0.41077}, {""building_id"": ""12399"", ""weight"": 0.16242}]","[{""building_id"": ""10542"", ""weight"": 0.41899}, {""building_id"": ""14667"", ""weight"": 0.40325}, {""building_id"": ""14157"", ""weight"": 0.17776}]"
251423,2018,Submitted,63900.0,426.6,6.7,1.0,4.0,74.0,2220669.5,1076610.5,,,,51.6,115.0,51.6,115.0,,66.84723726977248,B,67.34852666440217,87.667638483965,A,2562,88.88888888888889,1.0,A,77.37956291736113,B,,,,,,,,,
160270,2015,Submitted,497185.0,4597.0,9.2,1.0,,37.0,15646535.0,27369787.0,,,,86.5,156.6,88.6,157.2,,56.651224354731966,C,36.37348399986406,36.75213675213675,D,1384,100.0,0.0,A,53.02646687822068,C,,,,,,,,,
101998,2017,Submitted,312000.0,2103.8,6.7,1.0,,,11378597.0,3382118.5985407974,,,,36.5,114.5,36.5,114.5,NaturalGasUse,67.45626822157433,B,77.08702822730935,91.66964604933858,A,243,100.0,0.0,A,80.39599253052259,A,,"[{""building_id"": ""28191"", ""weight"": 0.36315, ""building_name"": ""Building 28191""}, {""building_id"": ""10419"", ""weight"": 0.35505, ""building_name"": ""Building 10419""}, {""building_id"": ""21956"", ""weight"": 0.2818, ""building_name"": ""Building 21956""}]",,,"[{""building_id"": ""28191"", ""weight"": 0.36315}, {""building_id"": ""10419"", ""weight"": 0.35505}, {""building_id"": ""21956"", ""weight"": 0.2818}]",,,"[{""building_id"": ""28191"", ""weight"": 0.36315}, {""building_id"": ""10419"", ""weight"": 0.35505}, {""building_id"": ""21956"", ""weight"": 0.2818}]",
251584,2017,Submitted,87736.0,821.1,9.4,1.0,,31.0,3085351.0,4718561.0,,,,88.9,166.9,96.2,174.0,,34.803206997084544,D,39.53595325011353,54.16517697533071,C,2711,88.88888888888889,1.0,A,47.95656317756344,C,,,,,,,,,
117311,2022,Submitted Data,80684.0,1394.1,17.3,1.0,4.0,,6207591.5,10853909.5,0.0,0.0,,211.5,356.7,217.5,359.6,,3.64705882352942,F,36.3836188855834,55.43869360642126,C,764,100.0,0.0,A,33.99900685433322,D,,,,,,,,,
128243,2022,Not Submitted,88336.0,770.7262002357118,,,0.0,,1807833.5036014705,3311285.7275622617,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,35.31532324146501,53.77802380293385,C,898,0.0,6.0,F,,,"[{""building_id"": ""6060"", ""weight"": 0.34127, ""building_name"": ""Building 6060""}, {""building_id"": ""3095"", ""weight"": 0.33977, ""building_name"": ""Building 3095""}, {""building_id"": ""1851"", ""weight"": 0.31896, ""building_name"": ""Building 1851""}]","[{""building_id"": ""8487"", ""weight"": 0.34239, ""building_name"": ""Building 8487""}, {""building_id"": ""6060"", ""weight"": 0.32953, ""building_name"": ""Building 6060""}, {""building_id"": ""3095"", ""weight"": 0.32808, ""building_name"": ""Building 3095""}]","[{""building_id"": ""3095"", ""weight"": 0.35116, ""building_name"": ""Building 3095""}, {""building_id"": ""1851"", ""weight"": 0.32965, ""building_name"": ""Building 1851""}, {""building_id"": ""242"", ""weight"": 0.31919, ""building_name"": ""Building 242""}]","[{""building_id"": ""6060"", ""weight"": 0.34127}, {""building_id"": ""3095"", ""weight"": 0.33977}, {""building_id"": ""1851"", ""weight"": 0.31896}]","[{""building_id"": ""8487"", ""weight"": 0.34239}, {""building_id"": ""6060"", ""weight"": 0.32953}, {""building_id"": ""3095"", ""weight"": 0.32808}]","[{""building_id"": ""3095"", ""weight"": 0.35116}, {""building_id"": ""1851"", ""weight"": 0.32965}, {""building_id"": ""242"", ""weight"": 0.31919}]","[{""building_id"": ""6060"", ""weight"": 0.34127}, {""building_id"": ""3095"", ""weight"": 0.33977}, {""building_id"": ""1851"", ""weight"": 0.31896}]","[{""building_id"": ""8487"", ""weight"": 0.34239}, {""building_id"": ""6060"", ""weight"": 0.32953}, {""building_id"": ""3095"", ""weight"": 0.32808}]","[{""building_id"": ""3095"", ""weight"": 0.35116}, {""building_id"": ""1851"", ""weight"": 0.32965}, {""building_id"": ""242"", ""weight"": 0.31919}]"
250171,2016,Submitted,927832.0,9776.3,10.5,1.0,,24.0,48009569.6,17455677.1,,,,70.6,182.2,74.2,189.2,,28.61952861952861,D,73.3359637671693,88.8111888111888,A,2377,100.0,0.0,A,59.834239834239824,C,,,,,,,,,
106122,2017,Submitted,108991.0,723.2,6.6,1.0,,49.0,1103919.0,9773573.0,,,,99.8,126.0,108.3,134.9,,68.54956268221574,B,10.148653752170077,4.218805863425098,F,548,100.0,0.0,A,45.96230368647791,C,,,,,,,,,
251551,2016,Submitted,85287.0,506.2,5.9,1.0,,84.0,1675771.0,3715889.7,,,,63.2,107.4,70.5,115.1,,78.82528993640105,B,31.080794828205715,35.00184026499816,D,2678,88.88888888888889,1.0,A,62.30226996308868,B,,,,,,,,,
251316,2016,Submitted,70262.0,2593.9,36.9,1.0,,24.0,12507327.5,5432299.8,,,,255.3,640.1,259.5,640.3,,1.2719790497568226,F,69.71899299156566,86.7132867132867,A,2467,100.0,0.0,A,45.3213042101931,C,,,,,,,,,
173655,2022,Submitted Data,80000.0,553.0,6.9,1.0,4.0,81.0,3436512.5,1889959.5,0.0,0.0,,66.6,145.1,65.4,141.5,,39.88235294117647,D,64.51761128191418,86.16108497093828,A,1685,88.88888888888889,1.0,A,63.29449934785244,B,,,,,,,,,
162351,2022,Submitted Data,169870.0,1296.7,7.6,1.0,1.5,37.0,4517988.0,13208835.2,0.0,0.0,,104.4,156.1,108.0,159.9,,29.33333333333333,D,25.48673244510049,32.521450318295045,D,1478,100.0,0.0,A,37.67524679398469,D,,,,,,,,,
112801,2018,Submitted,88000.0,723.2,8.2,1.0,1.0,29.0,1714867.8,8243910.2,,,,113.2,152.9,117.0,156.9,,45.39544962080173,C,17.219660886104702,15.131195335276969,F,629,87.5,1.0,A,37.50020294451165,D,,,,,,,,,
160436,2015,Submitted,290070.0,2499.0,8.6,1.0,,28.0,9589303.0,10778394.0,,,,70.2,142.8,72.3,145.1,,62.409000661813366,B,47.08093899865066,54.10913872452334,C,1445,100.0,0.0,A,62.848155820716016,B,,,,,,,,,
159247,2015,Submitted,367510.0,2545.0,6.9,1.0,,72.0,5921471.0,25512402.0,,,,85.5,123.5,87.4,125.4,,80.67504963600265,A,18.837866399727453,7.889546351084812,F,1256,75.0,2.0,B,50.99334335843525,C,,,,,,,,,
254260,2017,Submitted,97000.0,1029.6,10.6,1.0,,5.0,3628280.0,6754876.0,,,,107.0,190.6,113.1,197.2,,26.89504373177841,D,34.94390337581368,45.87057561673221,C,3252,100.0,0.0,A,41.79575211258209,C,,,,,,,,,
101788,2015,Submitted,1012961.0,9578.0,9.5,1.0,,89.0,47635580.0,46701592.02543826,,,103500.0,47.1,147.8,47.1,147.8,NaturalGasUse,53.80542686962277,C,50.43968766673858,59.8948060486522,C,156,100.0,0.0,A,60.86063585427226,B,,"[{""building_id"": ""20956"", ""weight"": 0.41, ""building_name"": ""Building 20956""}, {""building_id"": ""14292"", ""weight"": 0.295, ""building_name"": ""Building 14292""}, {""building_id"": ""14419"", ""weight"": 0.295, ""building_name"": ""Building 14419""}]",,,"[{""building_id"": ""20956"", ""weight"": 0.41}, {""building_id"": ""14292"", ""weight"": 0.295}, {""building_id"": ""14419"", ""weight"": 0.295}]",,,"[{""building_id"": ""20956"", ""weight"": 0.41}, {""building_id"": ""14292"", ""weight"": 0.295}, {""building_id"": ""14419"", ""weight"": 0.295}]",
101827,2018,Submitted,597773.0,5370.4,9.0,1.0,4.0,64.0,23638397.4,27069908.5,,,,84.8,158.3,82.2,154.7,,36.475261827374496,D,46.61642107826757,69.00874635568513,B,174,90.0,1.0,A,54.8411294559613,C,,,,,,,,,
174306,2018,Submitted,241024.0,1609.1,6.7,1.0,3.0,45.0,8283889.0,4347469.7,,,,52.4,115.2,51.4,113.1,,66.84723726977248,B,65.58193141961839,86.70553935860057,A,1795,100.0,0.0,A,78.10583437832648,B,,,,,,,,,
160427,2022,Submitted Data,261354.0,987.1,3.8,1.0,4.0,97.0,2566929.6,12219454.5,0.0,0.0,,56.6,76.6,60.2,79.8,,91.52941176470588,A,17.360090084498754,12.870190977027402,F,1442,100.0,0.0,A,60.91278227316391,B,,,,,,,,,
251392,2017,Submitted,78615.0,636.3,8.1,1.0,,59.0,1744757.0,5906135.0,,,,97.3,148.6,112.0,164.0,,48.21428571428571,C,22.80462199701682,24.168752234537003,D,2533,88.88888888888889,1.0,A,42.66353263984655,C,,,,,,,,,
158640,2018,Submitted,263000.0,2262.5,8.6,1.0,2.0,15.0,4841440.3,27432780.9,,,,122.7,161.1,122.8,160.3,,40.62838569880823,C,15.0009515953866,10.408163265306122,F,1222,100.0,0.0,A,34.47745815552656,D,,,,,,,,,
242359,2022,Submitted Data,438065.0,643.8,1.8,2.0,4.0,100.0,2390306.8,6193653.8,0.0,0.0,,24.3,37.3,24.7,37.5,,98.90196078431372,A,27.84619957365601,38.30611680044285,D,2163,100.0,0.0,A,74.773427112334,B,,,,,,,,,
250067,2018,Not Submitted,160280.0,1078.6915907038738,,1.0,0.0,,4004841.130561018,9174734.121178707,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,30.386723806083,43.6734693877551,C,2298,77.77777777777779,2.0,B,,,"[{""building_id"": ""24167"", ""weight"": 0.37028, ""building_name"": ""Building 24167""}, {""building_id"": ""18581"", ""weight"": 0.36618, ""building_name"": ""Building 18581""}, {""building_id"": ""19109"", ""weight"": 0.26354, ""building_name"": ""Building 19109""}]","[{""building_id"": ""24167"", ""weight"": 0.37028, ""building_name"": ""Building 24167""}, {""building_id"": ""18581"", ""weight"": 0.36618, ""building_name"": ""Building 18581""}, {""building_id"": ""19109"", ""weight"": 0.26354, ""building_name"": ""Building 19109""}]","[{""building_id"": ""18581"", ""weight"": 0.42732, ""building_name"": ""Building 18581""}, {""building_id"": ""19109"", ""weight"": 0.30754, ""building_name"": ""Building 19109""}, {""building_id"": ""12638"", ""weight"": 0.26514, ""building_name"": ""Building 12638""}]","[{""building_id"": ""24167"", ""weight"": 0.37028}, {""building_id"": ""18581"", ""weight"": 0.36618}, {""building_id"": ""19109"", ""weight"": 0.26354}]","[{""building_id"": ""24167"", ""weight"": 0.37028}, {""building_id"": ""18581"", ""weight"": 0.36618}, {""building_id"": ""19109"", ""weight"": 0.26354}]","[{""building_id"": ""18581"", ""weight"": 0.42732}, {""building_id"": ""19109"", ""weight"": 0.30754}, {""building_id"": ""12638"", ""weight"": 0.26514}]","[{""building_id"": ""24167"", ""weight"": 0.37028}, {""building_id"": ""18581"", ""weight"": 0.36618}, {""building_id"": ""19109"", ""weight"": 0.26354}]","[{""building_id"": ""24167"", ""weight"": 0.37028}, {""building_id"": ""18581"", ""weight"": 0.36618}, {""building_id"": ""19109"", ""weight"": 0.26354}]","[{""building_id"": ""18581"", ""weight"": 0.42732}, {""building_id"": ""19109"", ""weight"": 0.30754}, {""building_id"": ""12638"", ""weight"": 0.26514}]"
251465,2015,Submitted,72304.0,615.0,8.5,1.0,,30.0,1666529.0,5275863.0,,,,96.0,149.0,102.1,156.2,,63.46790205162144,B,24.00511235896792,14.92439184746877,F,2601,88.88888888888889,1.0,A,46.59259665368712,C,,,,,,,,,
116536,2017,Submitted,57850.0,489.8,8.5,1.0,,35.0,1403424.0,4336619.0,,,,99.2,154.9,106.6,162.6,,43.47667638483965,C,24.449712310517533,27.27922774401144,D,733,100.0,0.0,A,42.6500292900244,C,,,,,,,,,
252030,2015,Submitted,95526.0,1639.0,17.2,1.0,,17.0,5041104.0,11784200.0,,,,176.1,295.2,179.3,297.3,,15.15552614162806,F,29.9614437872861,25.50953320184089,D,2997,33.33333333333333,6.0,D,21.11490968488372,D,,,,,,,,,
254050,2016,Submitted,95000.0,1029.0,10.8,1.0,,8.0,2307217.3,11365963.7,,,,143.9,201.9,157.9,213.9,,26.63673774784885,D,16.87403465221443,10.305483989694515,F,3182,100.0,0.0,A,27.440562469802234,D,,,,,,,,,
101679,2017,Submitted,417395.0,5718.8,13.7,1.0,,76.0,30845821.0,293424.0,,,,74.6,232.8,76.5,238.6,,14.540816326530605,F,99.05770355061595,98.92742223811226,A,111,100.0,0.0,A,56.84137705851021,C,,,,,,,,,
251300,2015,Submitted,434293.0,3678.0,8.5,1.0,,38.0,9454976.0,33485535.0,,,,98.9,149.3,103.1,152.9,,63.46790205162144,B,22.01877849101516,11.965811965811966,F,2459,100.0,0.0,A,46.52027581213551,C,,,,,,,,,
251906,2016,Submitted,95219.0,671.6,7.1,1.0,,67.0,2238301.7,4877681.0,,,,74.7,127.6,81.8,136.2,,64.94575383464272,B,31.454569163019467,35.70114096429886,D,2944,88.88888888888889,1.0,A,55.64222219192979,C,,,,,,,,,
250019,2022,Not Submitted,63368.0,1438.458391298576,,,0.0,,5028181.852528298,14055547.17421342,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,26.348004865728225,34.929421533351785,D,2257,55.55555555555556,4.0,C,,,"[{""building_id"": ""7823"", ""weight"": 0.34367, ""building_name"": ""Building 7823""}, {""building_id"": ""5475"", ""weight"": 0.32865, ""building_name"": ""Building 5475""}, {""building_id"": ""4310"", ""weight"": 0.32768, ""building_name"": ""Building 4310""}]","[{""building_id"": ""7823"", ""weight"": 0.34367, ""building_name"": ""Building 7823""}, {""building_id"": ""5475"", ""weight"": 0.32865, ""building_name"": ""Building 5475""}, {""building_id"": ""4310"", ""weight"": 0.32768, ""building_name"": ""Building 4310""}]","[{""building_id"": ""7823"", ""weight"": 0.34367, ""building_name"": ""Building 7823""}, {""building_id"": ""5475"", ""weight"": 0.32865, ""building_name"": ""Building 5475""}, {""building_id"": ""4310"", ""weight"": 0.32768, ""building_name"": ""Building 4310""}]","[{""building_id"": ""7823"", ""weight"": 0.34367}, {""building_id"": ""5475"", ""weight"": 0.32865}, {""building_id"": ""4310"", ""weight"": 0.32768}]","[{""building_id"": ""7823"", ""weight"": 0.34367}, {""building_id"": ""5475"", ""weight"": 0.32865}, {""building_id"": ""4310"", ""weight"": 0.32768}]","[{""building_id"": ""7823"", ""weight"": 0.34367}, {""building_id"": ""5475"", ""weight"": 0.32865}, {""building_id"": ""4310"", ""weight"": 0.32768}]","[{""building_id"": ""7823"", ""weight"": 0.34367}, {""building_id"": ""5475"", ""weight"": 0.32865}, {""building_id"": ""4310"", ""weight"": 0.32768}]","[{""building_id"": ""7823"", ""weight"": 0.34367}, {""building_id"": ""5475"", ""weight"": 0.32865}, {""building_id"": ""4310"", ""weight"": 0.32768}]","[{""building_id"": ""7823"", ""weight"": 0.34367}, {""building_id"": ""5475"", ""weight"": 0.32865}, {""building_id"": ""4310"", ""weight"": 0.32768}]"
101940,2017,Submitted,315000.0,8304.9,26.4,1.0,,,16450221.0,99093925.0,,,,366.8,494.3,366.8,494.4,,3.462099125364432,F,14.237173902345516,8.401859134787271,F,224,100.0,0.0,A,15.091793216597123,F,,,,,,,,,
160264,2016,Submitted,715440.0,3532.0,4.9,1.0,,91.0,12281313.2,23878099.0,,,,50.5,88.9,53.4,91.1,,89.11335578002245,A,33.964360737036536,39.74972396025027,D,1382,100.0,0.0,A,70.45656747411132,B,,,,,,,,,
104238,2016,Submitted,71310.0,489.4,6.9,1.0,,53.0,1250917.7,4872269.0,,,,85.9,126.8,93.6,135.0,,66.96595585484474,B,20.42919416453527,16.635995583364004,F,431,100.0,0.0,A,50.13737616076797,C,,,,,,,,,
240429,2016,Submitted,506142.0,5311.3,10.5,1.0,,18.0,27236866.6,5478000.2,,,,64.6,180.3,69.3,194.6,,28.61952861952861,D,83.25531864919591,93.70629370629368,A,2127,100.0,0.0,A,61.79228179228178,B,,,,,,,,,
117348,2018,Submitted,82971.0,1068.2,12.9,1.0,1.0,3.0,5995286.6,1333538.0,,,,88.3,219.2,89.7,222.6,,14.048392921632356,F,81.80420363723809,93.79008746355684,A,766,100.0,0.0,A,54.54023144623892,C,,,,,,,,,
251714,2016,Submitted,150436.0,1580.9,10.5,1.0,,14.0,6030181.1,8837728.6,,,,98.8,187.6,107.4,196.6,,28.61952861952861,D,40.5583651076385,51.63783584836216,C,2832,88.88888888888889,1.0,A,43.85378753799806,C,,,,,,,,,
242635,2017,Submitted,241800.0,2257.7,9.3,1.0,,27.0,8028102.0,14559324.0,,,,93.4,167.5,99.0,173.0,,35.860058309037896,D,35.54234997825782,46.83589560243117,C,2172,100.0,0.0,A,46.66438739549142,C,,,,,,,,,
117750,2018,Submitted,55717.0,1988.0,35.7,1.0,2.5,51.0,9120572.8,8861670.1,,,,322.7,625.3,323.9,624.3,,1.0834236186348818,F,50.71988433656406,74.31486880466473,B,775,100.0,0.0,A,40.26765933118333,C,,,,,,,,,
105360,2016,Submitted,50291.0,395.1,7.9,1.0,,37.0,801117.1,4658095.6,,,,108.6,147.3,119.3,158.5,,53.98428731762065,C,14.674590348897745,7.7659182922340815,F,479,100.0,0.0,A,40.09851097570396,C,,,,,,,,,
252041,2017,Submitted,50162.0,705.3,14.1,1.0,,30.0,2657094.0,2257231.23772076,3223800.0,,,117.2,243.6,120.5,246.6,NaturalGasUse,13.265306122448976,F,32.64995219886996,41.75902752949589,C,3007,100.0,0.0,A,33.336264073022846,D,,"[{""building_id"": ""16769"", ""weight"": 0.34002, ""building_name"": ""Building 16769""}, {""building_id"": ""11118"", ""weight"": 0.33326, ""building_name"": ""Building 11118""}, {""building_id"": ""18392"", ""weight"": 0.32673, ""building_name"": ""Building 18392""}]",,,"[{""building_id"": ""16769"", ""weight"": 0.34002}, {""building_id"": ""11118"", ""weight"": 0.33326}, {""building_id"": ""18392"", ""weight"": 0.32673}]",,,"[{""building_id"": ""16769"", ""weight"": 0.34002}, {""building_id"": ""11118"", ""weight"": 0.33326}, {""building_id"": ""18392"", ""weight"": 0.32673}]",
103696,2022,Submitted Data,1454157.0,9599.9,7.7,1.0,3.0,70.0,72884360.7,0.0,0.0,0.0,,58.4,163.4,58.8,164.8,,28.15686274509804,D,100.0,100.0,A,386,100.0,0.0,A,64.07843137254902,B,,,,,,,,,
250001,2018,Submitted,477123.0,4620.7,9.7,1.0,4.0,55.0,27774515.9,10184082.744876236,,,,58.2,163.0,57.2,160.1,NaturalGasUse,30.444203683640296,D,73.17055131525274,91.10787172011662,A,2247,100.0,0.0,A,61.6652505298668,B,,"[{""building_id"": ""16669"", ""weight"": 0.35954, ""building_name"": ""Building 16669""}, {""building_id"": ""18592"", ""weight"": 0.32167, ""building_name"": ""Building 18592""}, {""building_id"": ""19624"", ""weight"": 0.3188, ""building_name"": ""Building 19624""}]",,,"[{""building_id"": ""16669"", ""weight"": 0.35954}, {""building_id"": ""18592"", ""weight"": 0.32167}, {""building_id"": ""19624"", ""weight"": 0.3188}]",,,"[{""building_id"": ""16669"", ""weight"": 0.35954}, {""building_id"": ""18592"", ""weight"": 0.32167}, {""building_id"": ""19624"", ""weight"": 0.3188}]",
251449,2018,Exempt,115600.0,671.4741635249209,,1.0,,,2832779.622207864,2449114.803152752,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,53.631886480094856,77.14285714285714,B,2587,83.33333333333334,1.0,A,,,"[{""building_id"": ""23174"", ""weight"": 0.34052, ""building_name"": ""Building 23174""}, {""building_id"": ""23173"", ""weight"": 0.34052, ""building_name"": ""Building 23173""}, {""building_id"": ""14947"", ""weight"": 0.31896, ""building_name"": ""Building 14947""}]","[{""building_id"": ""23173"", ""weight"": 0.34052, ""building_name"": ""Building 23173""}, {""building_id"": ""23174"", ""weight"": 0.34052, ""building_name"": ""Building 23174""}, {""building_id"": ""14947"", ""weight"": 0.31896, ""building_name"": ""Building 14947""}]","[{""building_id"": ""14947"", ""weight"": 0.34077, ""building_name"": ""Building 14947""}, {""building_id"": ""17680"", ""weight"": 0.32986, ""building_name"": ""Building 17680""}, {""building_id"": ""19784"", ""weight"": 0.32938, ""building_name"": ""Building 19784""}]","[{""building_id"": ""23174"", ""weight"": 0.34052}, {""building_id"": ""23173"", ""weight"": 0.34052}, {""building_id"": ""14947"", ""weight"": 0.31896}]","[{""building_id"": ""23173"", ""weight"": 0.34052}, {""building_id"": ""23174"", ""weight"": 0.34052}, {""building_id"": ""14947"", ""weight"": 0.31896}]","[{""building_id"": ""14947"", ""weight"": 0.34077}, {""building_id"": ""17680"", ""weight"": 0.32986}, {""building_id"": ""19784"", ""weight"": 0.32938}]","[{""building_id"": ""23174"", ""weight"": 0.34052}, {""building_id"": ""23173"", ""weight"": 0.34052}, {""building_id"": ""14947"", ""weight"": 0.31896}]","[{""building_id"": ""23173"", ""weight"": 0.34052}, {""building_id"": ""23174"", ""weight"": 0.34052}, {""building_id"": ""14947"", ""weight"": 0.31896}]","[{""building_id"": ""14947"", ""weight"": 0.34077}, {""building_id"": ""17680"", ""weight"": 0.32986}, {""building_id"": ""19784"", ""weight"": 0.32938}]"
160284,2016,Submitted,618708.0,5196.3,8.4,2.0,,36.0,19234406.2,31084105.5,,,,81.3,150.4,85.7,153.4,,47.437336326225214,C,38.22530824177775,47.331615752668384,C,1390,100.0,0.0,A,52.65131446417996,C,,,,,,,,,
138874,2018,Submitted,208000.0,3978.6,19.1,1.0,1.0,,23648029.5,836947.0,,,,117.7,322.6,117.5,322.0,,6.139400505597678,F,96.58179373788658,97.8134110787172,A,1035,100.0,0.0,A,52.19506468428572,C,,,,,,,,,
159000,2022,Exempt,169730.0,909.9107281784366,,,,,2076390.5203764967,11675051.992405027,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,15.099437884036956,7.5560476058677,F,1243,83.33333333333334,1.0,A,,,"[{""building_id"": ""8042"", ""weight"": 0.34146, ""building_name"": ""Building 8042""}, {""building_id"": ""26173"", ""weight"": 0.32927, ""building_name"": ""Building 26173""}, {""building_id"": ""5064"", ""weight"": 0.32927, ""building_name"": ""Building 5064""}]","[{""building_id"": ""8042"", ""weight"": 0.34146, ""building_name"": ""Building 8042""}, {""building_id"": ""26173"", ""weight"": 0.32927, ""building_name"": ""Building 26173""}, {""building_id"": ""5064"", ""weight"": 0.32927, ""building_name"": ""Building 5064""}]","[{""building_id"": ""8042"", ""weight"": 0.34146, ""building_name"": ""Building 8042""}, {""building_id"": ""26173"", ""weight"": 0.32927, ""building_name"": ""Building 26173""}, {""building_id"": ""5064"", ""weight"": 0.32927, ""building_name"": ""Building 5064""}]","[{""building_id"": ""8042"", ""weight"": 0.34146}, {""building_id"": ""26173"", ""weight"": 0.32927}, {""building_id"": ""5064"", ""weight"": 0.32927}]","[{""building_id"": ""8042"", ""weight"": 0.34146}, {""building_id"": ""26173"", ""weight"": 0.32927}, {""building_id"": ""5064"", ""weight"": 0.32927}]","[{""building_id"": ""8042"", ""weight"": 0.34146}, {""building_id"": ""26173"", ""weight"": 0.32927}, {""building_id"": ""5064"", ""weight"": 0.32927}]","[{""building_id"": ""8042"", ""weight"": 0.34146}, {""building_id"": ""26173"", ""weight"": 0.32927}, {""building_id"": ""5064"", ""weight"": 0.32927}]","[{""building_id"": ""8042"", ""weight"": 0.34146}, {""building_id"": ""26173"", ""weight"": 0.32927}, {""building_id"": ""5064"", ""weight"": 0.32927}]","[{""building_id"": ""8042"", ""weight"": 0.34146}, {""building_id"": ""26173"", ""weight"": 0.32927}, {""building_id"": ""5064"", ""weight"": 0.32927}]"
101980,2014,Submitted,345300.0,10456.0,30.28,1.0,,,18393372.0,127278001.0,,,,422.0,554.0,422.0,555.0,,5.0,F,12.626620880411418,0.411522633744856,F,238,70.0,3.0,B,9.664609053497944,F,,,,,,,,,
161305,2017,Submitted,73518.0,742.2,10.1,1.0,,19.0,3206845.0,2811129.0,,,,81.9,177.1,88.4,182.8,,29.66472303206997,D,53.28778422771517,73.11405076868073,B,1466,88.88888888888889,1.0,A,52.96687071239617,C,,,,,,,,,
