ID,DataYear,ReportingStatus,GrossFloorArea,TotalGHGEmissions,GHGIntensity,NumberOfBuildings,ChicagoEnergyRating,ENERGYSTARScore,ElectricityUse,NaturalGasUse,DistrictSteamUse,DistrictChilledWaterUse,AllOtherFuelUse,SiteEUI,SourceEUI,WeatherNormalizedSiteEUI,WeatherNormalizedSourceEUI,ImputedFields,GHGIntensityPercentileGrade,GHGIntensityLetterGrade,EnergyMixWeightedPctSum,EnergyMixPercentileGrade,EnergyMixLetterGrade,index,SubmittedRecordsPercentileGrade,MissingRecordsCount,SubmittedRecordsLetterGrade,AvgPercentileGrade,AvgPercentileLetterGrade,NeighborsElectricityUse,NeighborsNaturalGasUse,NeighborsTotalGHGEmissions,neighbors_electricity_use_kbtu_x,neighbors_natural_gas_use_kbtu_x,neighbors_total_ghg_emissions_metric_tons_co2e_x,neighbors_electricity_use_kbtu_y,neighbors_natural_gas_use_kbtu_y,neighbors_total_ghg_emissions_metric_tons_co2e_y
172124,2021,Submitted,102535.0,1111.2,10.8,1.0,3.0,45.0,7780015.1,0.0,0.0,0.0,,75.9,212.5,78.0,218.4,,12.270418132082838,F,100.0,99.943661971831,A,1561,100.0,0.0,A,56.11267385477382,C,,,,,,,,,
251546,2021,Submitted,90955.0,604.8,6.6,4.0,1.5,35.0,1615626.0,7041320.0,0.0,0.0,,95.2,131.0,106.3,142.7,,46.737006643220006,C,18.66277091251349,15.380281690140846,F,2673,88.88888888888889,1.0,A,38.409504886555226,D,,,,,,,,,
127079,2021,Submitted,60000.0,519.429089786607,,1.0,0.0,,3812838.3,0.0,0.0,0.0,,,,,,TotalGHGEmissions,,,100.0,99.943661971831,A,891,100.0,0.0,A,,,,,"[{""building_id"": ""8147"", ""weight"": 0.67063, ""building_name"": ""Building 8147""}, {""building_id"": ""26539"", ""weight"": 0.1674, ""building_name"": ""Building 26539""}, {""building_id"": ""263"", ""weight"": 0.16197, ""building_name"": ""Building 263""}]",,,"[{""building_id"": ""8147"", ""weight"": 0.67063}, {""building_id"": ""26539"", ""weight"": 0.1674}, {""building_id"": ""263"", ""weight"": 0.16197}]",,,"[{""building_id"": ""8147"", ""weight"": 0.67063}, {""building_id"": ""26539"", ""weight"": 0.1674}, {""building_id"": ""263"", ""weight"": 0.16197}]"
175181,2021,Submitted,71864.0,363.0,5.1,4.0,3.5,76.0,1138853.6,3772230.5,0.0,0.0,,68.3,99.5,71.9,101.6,,74.24775302852677,B,23.189454238830898,24.7887323943662,D,1812,100.0,0.0,A,57.03936947200987,C,,,,,,,,,
100332,2021,Submitted,305788.0,1718.5,5.6,1.0,3.0,65.0,5926012.8,16418689.8,0.0,0.0,,73.1,110.6,80.5,117.5,,66.00234466588512,B,26.520884641355664,31.91549295774648,D,12,90.0,1.0,A,54.76736951604115,C,,,,,,,,,
255011,2021,Not Submitted,92240.0,423.42261978889934,,,0.0,,1118032.003160243,5026428.152177591,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,18.19577269435107,14.225352112676056,F,3344,28.57142857142857,5.0,D,,,"[{""building_id"": ""26894"", ""weight"": 0.3344, ""building_name"": ""Building 26894""}, {""building_id"": ""26921"", ""weight"": 0.33323, ""building_name"": ""Building 26921""}, {""building_id"": ""25389"", ""weight"": 0.33236, ""building_name"": ""Building 25389""}]","[{""building_id"": ""26894"", ""weight"": 0.3344, ""building_name"": ""Building 26894""}, {""building_id"": ""26921"", ""weight"": 0.33323, ""building_name"": ""Building 26921""}, {""building_id"": ""25389"", ""weight"": 0.33236, ""building_name"": ""Building 25389""}]","[{""building_id"": ""26894"", ""weight"": 0.3344, ""building_name"": ""Building 26894""}, {""building_id"": ""26921"", ""weight"": 0.33323, ""building_name"": ""Building 26921""}, {""building_id"": ""25389"", ""weight"": 0.33236, ""building_name"": ""Building 25389""}]","[{""building_id"": ""26894"", ""weight"": 0.3344}, {""building_id"": ""26921"", ""weight"": 0.33323}, {""building_id"": ""25389"", ""weight"": 0.33236}]","[{""building_id"": ""26894"", ""weight"": 0.3344}, {""building_id"": ""26921"", ""weight"": 0.33323}, {""building_id"": ""25389"", ""weight"": 0.33236}]","[{""building_id"": ""26894"", ""weight"": 0.3344}, {""building_id"": ""26921"", ""weight"": 0.33323}, {""building_id"": ""25389"", ""weight"": 0.33236}]","[{""building_id"": ""26894"", ""weight"": 0.3344}, {""building_id"": ""26921"", ""weight"": 0.33323}, {""building_id"": ""25389"", ""weight"": 0.33236}]","[{""building_id"": ""26894"", ""weight"": 0.3344}, {""building_id"": ""26921"", ""weight"": 0.33323}, {""building_id"": ""25389"", ""weight"": 0.33236}]","[{""building_id"": ""26894"", ""weight"": 0.3344}, {""building_id"": ""26921"", ""weight"": 0.33323}, {""building_id"": ""25389"", ""weight"": 0.33236}]"
162409,2021,Submitted,119878.0,1602.9,13.4,7.0,1.0,,6536552.6,12601600.0,0.0,0.0,,159.6,263.1,171.9,275.9,,7.542008597108236,F,34.15456411398872,46.95774647887324,C,1480,83.33333333333334,1.0,A,30.88743622343675,D,,,,,,,,,
256569,2021,Submitted,62940.0,358.6,5.7,1.0,2.0,50.0,1645930.0,2325408.2,0.0,0.0,,63.1,112.0,66.4,115.6,,63.6967565455256,B,41.44522367800355,59.6056338028169,C,3513,80.0,1.0,A,63.690631793889565,B,,,,,,,,,
172114,2021,Not Submitted,154551.0,1042.9966687875374,,1.0,0.0,,4742124.559029238,5521120.058337138,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,46.20492578930757,67.63380281690141,B,1559,44.44444444444444,5.0,C,,,"[{""building_id"": ""12383"", ""weight"": 0.34181, ""building_name"": ""Building 12383""}, {""building_id"": ""4590"", ""weight"": 0.33756, ""building_name"": ""Building 4590""}, {""building_id"": ""2069"", ""weight"": 0.32063, ""building_name"": ""Building 2069""}]","[{""building_id"": ""12383"", ""weight"": 0.34181, ""building_name"": ""Building 12383""}, {""building_id"": ""4590"", ""weight"": 0.33756, ""building_name"": ""Building 4590""}, {""building_id"": ""2069"", ""weight"": 0.32063, ""building_name"": ""Building 2069""}]","[{""building_id"": ""12383"", ""weight"": 0.34181, ""building_name"": ""Building 12383""}, {""building_id"": ""4590"", ""weight"": 0.33756, ""building_name"": ""Building 4590""}, {""building_id"": ""2069"", ""weight"": 0.32063, ""building_name"": ""Building 2069""}]","[{""building_id"": ""12383"", ""weight"": 0.34181}, {""building_id"": ""4590"", ""weight"": 0.33756}, {""building_id"": ""2069"", ""weight"": 0.32063}]","[{""building_id"": ""12383"", ""weight"": 0.34181}, {""building_id"": ""4590"", ""weight"": 0.33756}, {""building_id"": ""2069"", ""weight"": 0.32063}]","[{""building_id"": ""12383"", ""weight"": 0.34181}, {""building_id"": ""4590"", ""weight"": 0.33756}, {""building_id"": ""2069"", ""weight"": 0.32063}]","[{""building_id"": ""12383"", ""weight"": 0.34181}, {""building_id"": ""4590"", ""weight"": 0.33756}, {""building_id"": ""2069"", ""weight"": 0.32063}]","[{""building_id"": ""12383"", ""weight"": 0.34181}, {""building_id"": ""4590"", ""weight"": 0.33756}, {""building_id"": ""2069"", ""weight"": 0.32063}]","[{""building_id"": ""12383"", ""weight"": 0.34181}, {""building_id"": ""4590"", ""weight"": 0.33756}, {""building_id"": ""2069"", ""weight"": 0.32063}]"
116966,2021,Submitted,162981.0,777.5,4.8,5.0,4.0,91.0,3062213.7,6403970.9,0.0,0.0,,58.1,93.9,61.3,97.2,,78.93708479874951,B,32.348975108725426,43.69014084507042,C,750,100.0,0.0,A,66.94459873740293,B,,,,,,,,,
101368,2021,Submitted,68831.0,731.0,10.6,1.0,3.0,,3344529.1,4769874.2,0.0,0.0,,117.9,208.8,124.0,215.2,,12.700273544353252,F,41.21719091778442,59.098591549295776,C,76,100.0,0.0,A,39.989573391894936,D,,,,,,,,,
172771,2021,Submitted,142500.0,661.8,4.6,1.0,4.0,62.0,2684247.7,5241013.2,0.0,0.0,,55.6,91.4,59.1,94.6,,81.55529503712387,A,33.86951841547577,46.47887323943662,C,1644,100.0,0.0,A,69.36919681433659,B,,,,,,,,,
101846,2021,Submitted,789024.0,3493.2,4.4,1.0,4.0,85.0,24457393.4,0.0,0.0,0.0,,31.0,86.8,31.7,88.7,,84.95506057053537,A,100.0,99.943661971831,A,183,100.0,0.0,A,92.45499507400008,A,,,,,,,,,
156942,2021,Submitted,201402.0,1226.8,6.1,1.0,3.5,72.0,3104776.0,0.0,11797556.0,0.0,,74.0,113.6,80.3,121.2,,55.959359124658064,C,20.83416206268925,20.169014084507044,D,1131,100.0,0.0,A,46.04728519613185,C,,,,,,,,,
136830,2021,Submitted,99590.0,1281.5,17.6,1.0,1.0,10.0,4513274.2,11991300.2,0.0,0.0,,226.6,346.3,238.5,355.9,,4.884720593982024,F,27.34559577616252,33.83098591549296,D,1012,85.71428571428571,1.0,A,24.54618323461677,D,,,,,,,,,
158215,2021,Submitted,414585.0,3255.0,7.9,1.0,,,15923691.4,18464177.9,0.0,0.0,,82.9,154.3,85.1,155.2,,28.48769050410316,D,46.3061298188661,67.77464788732395,B,1180,100.0,0.0,A,51.35370440698116,C,,,,,,,,,
103748,2021,Submitted,186610.0,4364.1,23.4,1.0,2.0,,18014203.3,33723372.9,0.0,0.0,,277.2,460.0,286.8,470.1,,2.422821414615072,F,34.81841366198365,48.309859154929576,C,401,100.0,0.0,A,30.535354369279368,D,,,,,,,,,
251469,2021,Exempt,74586.0,713.7781819201383,,1.0,,,4185584.729241144,2519835.7557560387,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,62.42091362661058,83.83098591549296,A,2605,83.33333333333334,1.0,A,,,"[{""building_id"": ""1183"", ""weight"": 0.56311, ""building_name"": ""Building 1183""}, {""building_id"": ""1042"", ""weight"": 0.22407, ""building_name"": ""Building 1042""}, {""building_id"": ""260"", ""weight"": 0.21282, ""building_name"": ""Building 260""}]","[{""building_id"": ""1042"", ""weight"": 0.36042, ""building_name"": ""Building 1042""}, {""building_id"": ""260"", ""weight"": 0.34233, ""building_name"": ""Building 260""}, {""building_id"": ""16486"", ""weight"": 0.29725, ""building_name"": ""Building 16486""}]","[{""building_id"": ""1183"", ""weight"": 0.56311, ""building_name"": ""Building 1183""}, {""building_id"": ""1042"", ""weight"": 0.22407, ""building_name"": ""Building 1042""}, {""building_id"": ""260"", ""weight"": 0.21282, ""building_name"": ""Building 260""}]","[{""building_id"": ""1183"", ""weight"": 0.56311}, {""building_id"": ""1042"", ""weight"": 0.22407}, {""building_id"": ""260"", ""weight"": 0.21282}]","[{""building_id"": ""1042"", ""weight"": 0.36042}, {""building_id"": ""260"", ""weight"": 0.34233}, {""building_id"": ""16486"", ""weight"": 0.29725}]","[{""building_id"": ""1183"", ""weight"": 0.56311}, {""building_id"": ""1042"", ""weight"": 0.22407}, {""building_id"": ""260"", ""weight"": 0.21282}]","[{""building_id"": ""1183"", ""weight"": 0.56311}, {""building_id"": ""1042"", ""weight"": 0.22407}, {""building_id"": ""260"", ""weight"": 0.21282}]","[{""building_id"": ""1042"", ""weight"": 0.36042}, {""building_id"": ""260"", ""weight"": 0.34233}, {""building_id"": ""16486"", ""weight"": 0.29725}]","[{""building_id"": ""1183"", ""weight"": 0.56311}, {""building_id"": ""1042"", ""weight"": 0.22407}, {""building_id"": ""260"", ""weight"": 0.21282}]"
173821,2021,Submitted,62388.0,332.4,5.3,1.0,4.0,94.0,1313333.1,2727392.0,0.0,0.0,,64.8,104.8,68.5,108.8,,70.7307542008597,B,32.50241151025097,43.971830985915496,C,1730,100.0,0.0,A,62.95410949479606,B,,,,,,,,,
175441,2021,Not Submitted,93000.0,611.7916796023196,,1.0,0.0,,2138461.5308745587,5234213.577076315,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,29.005232152009373,37.267605633802816,D,1863,25.0,6.0,D,,,"[{""building_id"": ""1288"", ""weight"": 0.36748, ""building_name"": ""Building 1288""}, {""building_id"": ""2267"", ""weight"": 0.34474, ""building_name"": ""Building 2267""}, {""building_id"": ""2461"", ""weight"": 0.28778, ""building_name"": ""Building 2461""}]","[{""building_id"": ""1288"", ""weight"": 0.36748, ""building_name"": ""Building 1288""}, {""building_id"": ""2267"", ""weight"": 0.34474, ""building_name"": ""Building 2267""}, {""building_id"": ""2461"", ""weight"": 0.28778, ""building_name"": ""Building 2461""}]","[{""building_id"": ""1288"", ""weight"": 0.36748, ""building_name"": ""Building 1288""}, {""building_id"": ""2267"", ""weight"": 0.34474, ""building_name"": ""Building 2267""}, {""building_id"": ""2461"", ""weight"": 0.28778, ""building_name"": ""Building 2461""}]","[{""building_id"": ""1288"", ""weight"": 0.36748}, {""building_id"": ""2267"", ""weight"": 0.34474}, {""building_id"": ""2461"", ""weight"": 0.28778}]","[{""building_id"": ""1288"", ""weight"": 0.36748}, {""building_id"": ""2267"", ""weight"": 0.34474}, {""building_id"": ""2461"", ""weight"": 0.28778}]","[{""building_id"": ""1288"", ""weight"": 0.36748}, {""building_id"": ""2267"", ""weight"": 0.34474}, {""building_id"": ""2461"", ""weight"": 0.28778}]","[{""building_id"": ""1288"", ""weight"": 0.36748}, {""building_id"": ""2267"", ""weight"": 0.34474}, {""building_id"": ""2461"", ""weight"": 0.28778}]","[{""building_id"": ""1288"", ""weight"": 0.36748}, {""building_id"": ""2267"", ""weight"": 0.34474}, {""building_id"": ""2461"", ""weight"": 0.28778}]","[{""building_id"": ""1288"", ""weight"": 0.36748}, {""building_id"": ""2267"", ""weight"": 0.34474}, {""building_id"": ""2461"", ""weight"": 0.28778}]"
253969,2021,Submitted,162402.0,597.1,4.2,1.0,4.0,95.0,2835366.2,3617213.0,0.0,0.0,,45.6,82.9,46.8,83.2,,87.22157092614302,A,43.94159470371166,63.91549295774648,B,3140,100.0,0.0,A,79.1769826461701,B,,,,,,,,,
254163,2021,Submitted,55056.0,525.2,9.5,1.0,1.5,40.0,2606948.8,2877183.6,0.0,0.0,,99.6,187.5,105.8,193.9,,17.272372020320432,F,47.53621192661212,69.80281690140845,B,3235,87.5,1.0,A,45.3073127707236,C,,,,,,,,,
251941,2021,Exempt,228320.0,832.5704674745989,,1.0,,,4919109.461867995,2117908.5332270525,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,69.9033236137341,88.02816901408451,A,2963,100.0,0.0,A,,,"[{""building_id"": ""4362"", ""weight"": 0.40994, ""building_name"": ""Building 4362""}, {""building_id"": ""3373"", ""weight"": 0.29653, ""building_name"": ""Building 3373""}, {""building_id"": ""2077"", ""weight"": 0.29353, ""building_name"": ""Building 2077""}]","[{""building_id"": ""4362"", ""weight"": 0.40994, ""building_name"": ""Building 4362""}, {""building_id"": ""3373"", ""weight"": 0.29653, ""building_name"": ""Building 3373""}, {""building_id"": ""2077"", ""weight"": 0.29353, ""building_name"": ""Building 2077""}]","[{""building_id"": ""4362"", ""weight"": 0.40994, ""building_name"": ""Building 4362""}, {""building_id"": ""3373"", ""weight"": 0.29653, ""building_name"": ""Building 3373""}, {""building_id"": ""2077"", ""weight"": 0.29353, ""building_name"": ""Building 2077""}]","[{""building_id"": ""4362"", ""weight"": 0.40994}, {""building_id"": ""3373"", ""weight"": 0.29653}, {""building_id"": ""2077"", ""weight"": 0.29353}]","[{""building_id"": ""4362"", ""weight"": 0.40994}, {""building_id"": ""3373"", ""weight"": 0.29653}, {""building_id"": ""2077"", ""weight"": 0.29353}]","[{""building_id"": ""4362"", ""weight"": 0.40994}, {""building_id"": ""3373"", ""weight"": 0.29653}, {""building_id"": ""2077"", ""weight"": 0.29353}]","[{""building_id"": ""4362"", ""weight"": 0.40994}, {""building_id"": ""3373"", ""weight"": 0.29653}, {""building_id"": ""2077"", ""weight"": 0.29353}]","[{""building_id"": ""4362"", ""weight"": 0.40994}, {""building_id"": ""3373"", ""weight"": 0.29653}, {""building_id"": ""2077"", ""weight"": 0.29353}]","[{""building_id"": ""4362"", ""weight"": 0.40994}, {""building_id"": ""3373"", ""weight"": 0.29653}, {""building_id"": ""2077"", ""weight"": 0.29353}]"
252216,2021,Submitted,160000.0,1057.1,6.6,1.0,1.0,20.0,2978656.6,11892365.9,0.0,0.0,,92.9,130.2,102.6,138.2,,46.737006643220006,C,20.02993808932775,18.056338028169016,F,3064,100.0,0.0,A,40.59103853287761,C,,,,,,,,,
251700,2021,Submitted,137971.0,765.6,5.5,2.0,2.5,55.0,2209228.7,8473110.1,0.0,0.0,,77.4,109.3,87.0,119.4,,67.64361078546307,B,20.681133049253223,19.52112676056338,F,2818,88.88888888888889,1.0,A,50.51914498584577,C,,,,,,,,,
140991,2021,Submitted,240000.0,1274.7,6.8,1.0,3.5,54.0,5590995.3,8963956.9,0.0,0.0,,77.4,133.3,81.2,136.5,,43.063696756545525,C,38.41301038419075,55.15492957746479,C,1044,100.0,0.0,A,53.59382020925868,C,,,,,,,,,
251707,2021,Exempt,142911.0,634.8482121545201,,1.0,,,1677071.0511558712,7024690.632811519,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,19.272776158025565,16.56338028169014,F,2825,88.88888888888889,1.0,A,,,"[{""building_id"": ""1182"", ""weight"": 0.36176, ""building_name"": ""Building 1182""}, {""building_id"": ""3166"", ""weight"": 0.32285, ""building_name"": ""Building 3166""}, {""building_id"": ""3327"", ""weight"": 0.31539, ""building_name"": ""Building 3327""}]","[{""building_id"": ""1182"", ""weight"": 0.36176, ""building_name"": ""Building 1182""}, {""building_id"": ""3166"", ""weight"": 0.32285, ""building_name"": ""Building 3166""}, {""building_id"": ""3327"", ""weight"": 0.31539, ""building_name"": ""Building 3327""}]","[{""building_id"": ""1182"", ""weight"": 0.36176, ""building_name"": ""Building 1182""}, {""building_id"": ""3166"", ""weight"": 0.32285, ""building_name"": ""Building 3166""}, {""building_id"": ""3327"", ""weight"": 0.31539, ""building_name"": ""Building 3327""}]","[{""building_id"": ""1182"", ""weight"": 0.36176}, {""building_id"": ""3166"", ""weight"": 0.32285}, {""building_id"": ""3327"", ""weight"": 0.31539}]","[{""building_id"": ""1182"", ""weight"": 0.36176}, {""building_id"": ""3166"", ""weight"": 0.32285}, {""building_id"": ""3327"", ""weight"": 0.31539}]","[{""building_id"": ""1182"", ""weight"": 0.36176}, {""building_id"": ""3166"", ""weight"": 0.32285}, {""building_id"": ""3327"", ""weight"": 0.31539}]","[{""building_id"": ""1182"", ""weight"": 0.36176}, {""building_id"": ""3166"", ""weight"": 0.32285}, {""building_id"": ""3327"", ""weight"": 0.31539}]","[{""building_id"": ""1182"", ""weight"": 0.36176}, {""building_id"": ""3166"", ""weight"": 0.32285}, {""building_id"": ""3327"", ""weight"": 0.31539}]","[{""building_id"": ""1182"", ""weight"": 0.36176}, {""building_id"": ""3166"", ""weight"": 0.32285}, {""building_id"": ""3327"", ""weight"": 0.31539}]"
174182,2021,Submitted,216081.0,1285.1,5.9,1.0,4.0,82.0,5944041.8,8211525.8,0.0,0.0,,65.5,116.9,70.4,122.0,,59.63266901133255,C,41.99084040967739,60.98591549295775,B,1777,88.88888888888889,1.0,A,63.099589591738265,B,,,,,,,,,
239016,2021,Submitted,324707.0,1463.2,5.7,1.0,3.0,64.0,7146440.8,8331458.1,0.0,0.0,,59.8,111.2,62.3,112.9,,63.6967565455256,B,46.1719051543876,67.54929577464789,B,2106,100.0,0.0,A,68.86809658262196,B,,,,,,,,,
252104,2021,Submitted,275000.0,2070.9,13.8,3.0,2.0,,12759651.7,4679072.9,0.0,0.0,,116.3,270.9,119.7,274.6,,7.1903087143415405,F,73.16849134712523,89.29577464788733,A,3054,100.0,0.0,A,49.313464216325706,C,,,,,,,,,
103312,2021,Submitted,69150.0,380.8,6.1,1.0,2.0,,760770.2,5122999.7,0.0,0.0,,94.9,121.1,104.0,130.7,,55.959359124658064,C,12.929978787919628,7.408450704225352,F,327,62.5,3.0,B,37.19305984401917,D,,,,,,,,,
254056,2021,Submitted,114625.0,873.3,7.9,1.0,1.0,21.0,3624922.4,6693829.0,0.0,0.0,,93.9,156.3,96.9,156.8,,28.48769050410316,D,35.12946731132606,49.07042253521127,C,3188,100.0,0.0,A,43.87201426613609,C,,,,,,,,,
105044,2021,Not Submitted,59070.0,578.114300750108,,,0.0,,1673583.393992838,6366688.010623501,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,20.815011207606084,20.028169014084508,D,465,62.5,3.0,B,,,"[{""building_id"": ""5431"", ""weight"": 0.47854, ""building_name"": ""Building 5431""}, {""building_id"": ""8903"", ""weight"": 0.26073, ""building_name"": ""Building 8903""}, {""building_id"": ""1459"", ""weight"": 0.26073, ""building_name"": ""Building 1459""}]","[{""building_id"": ""5431"", ""weight"": 0.47854, ""building_name"": ""Building 5431""}, {""building_id"": ""8903"", ""weight"": 0.26073, ""building_name"": ""Building 8903""}, {""building_id"": ""1459"", ""weight"": 0.26073, ""building_name"": ""Building 1459""}]","[{""building_id"": ""5431"", ""weight"": 0.47854, ""building_name"": ""Building 5431""}, {""building_id"": ""8903"", ""weight"": 0.26073, ""building_name"": ""Building 8903""}, {""building_id"": ""1459"", ""weight"": 0.26073, ""building_name"": ""Building 1459""}]","[{""building_id"": ""5431"", ""weight"": 0.47854}, {""building_id"": ""8903"", ""weight"": 0.26073}, {""building_id"": ""1459"", ""weight"": 0.26073}]","[{""building_id"": ""5431"", ""weight"": 0.47854}, {""building_id"": ""8903"", ""weight"": 0.26073}, {""building_id"": ""1459"", ""weight"": 0.26073}]","[{""building_id"": ""5431"", ""weight"": 0.47854}, {""building_id"": ""8903"", ""weight"": 0.26073}, {""building_id"": ""1459"", ""weight"": 0.26073}]","[{""building_id"": ""5431"", ""weight"": 0.47854}, {""building_id"": ""8903"", ""weight"": 0.26073}, {""building_id"": ""1459"", ""weight"": 0.26073}]","[{""building_id"": ""5431"", ""weight"": 0.47854}, {""building_id"": ""8903"", ""weight"": 0.26073}, {""building_id"": ""1459"", ""weight"": 0.26073}]","[{""building_id"": ""5431"", ""weight"": 0.47854}, {""building_id"": ""8903"", ""weight"": 0.26073}, {""building_id"": ""1459"", ""weight"": 0.26073}]"
111633,2021,Submitted,139707.0,665.3,4.8,1.0,4.0,89.0,2259244.9,6450051.3,0.0,0.0,,62.3,93.8,67.1,98.8,,78.93708479874951,B,25.94061389254392,30.84507042253521,D,594,100.0,0.0,A,61.80657056838884,B,,,,,,,,,
160368,2021,Submitted,291927.0,919.5,3.6,1.0,4.0,97.0,4069605.0,6367560.8,0.0,0.0,,40.5,70.2,42.6,71.8,,93.0441578741696,A,38.991476019284846,56.0,C,1421,100.0,0.0,A,78.9220789370848,B,,,,,,,,,
255791,2021,Submitted,97516.0,875.8,10.8,1.0,2.0,44.0,3113058.6,8117799.8,0.0,0.0,,138.9,213.2,145.9,219.6,,12.270418132082838,F,27.71879485186992,34.70422535211268,D,3377,83.33333333333334,1.0,A,28.350232540219828,D,,,,,,,,,
112515,2021,Submitted,245068.0,1815.1,8.2,1.0,4.0,61.0,8283012.1,11899137.7,0.0,0.0,,91.6,162.0,95.9,165.4,,24.93161391168425,D,41.04127747580191,58.67605633802817,C,618,100.0,0.0,A,45.9362294910534,C,,,,,,,,,
252040,2021,Submitted,59287.0,529.6,8.9,1.0,4.0,,1410605.1,0.0,3999613.2,1187699.9,,111.3,166.0,114.6,170.6,,20.12504884720593,D,39.38067919665933,56.53521126760563,C,3006,100.0,0.0,A,42.676608930645216,C,,,,,,,,,
175867,2021,Submitted,80596.0,128.7,1.6,1.0,4.0,,135122.1,2059490.0,0.0,0.0,,27.2,31.5,31.7,36.3,,99.21844470496288,A,6.156992390591485,4.225352112676056,F,1952,75.0,2.0,B,58.79936319755186,C,,,,,,,,,
251858,2021,Submitted,51852.0,348.5,6.7,1.0,2.0,48.0,877271.6,4201809.9,0.0,0.0,,98.0,132.5,109.5,144.6,,45.01758499413833,C,17.272248929260144,12.76056338028169,F,2906,88.88888888888889,1.0,A,36.50190673807073,D,,,,,,,,,
159738,2021,Submitted,286170.0,1452.6,5.8,1.0,3.0,65.0,7726190.8,6572761.5,0.0,0.0,,57.3,114.3,60.8,120.6,,61.50840171942165,B,54.03326508054719,76.50704225352113,B,1315,100.0,0.0,A,71.35701776111928,B,,,,,,,,,
254359,2021,Submitted,50297.0,314.5,6.3,1.0,2.0,,1602561.8,1611743.6,0.0,0.0,,63.9,122.9,67.5,126.6,,52.05158264947245,C,49.85717287473679,72.08450704225352,B,3275,100.0,0.0,A,64.85959414163763,B,,,,,,,,,
113158,2021,Submitted,140184.0,516.4,3.7,1.0,4.0,85.0,2024774.3,4276984.1,0.0,0.0,,45.0,72.5,48.0,75.2,,92.26260257913248,A,32.13030667757749,43.2112676056338,C,635,57.14285714285714,3.0,C,69.13009404610547,B,,,,,,,,,
256857,2021,Submitted,321804.0,368.4,1.2,12.0,4.0,100.0,852484.8,4644425.0,0.0,0.0,,18.6,24.6,19.9,25.7,,99.49198905822588,A,15.508437122253673,9.887323943661972,F,3652,33.33333333333333,2.0,D,57.03425743991106,C,,,,,,,,,
251912,2021,Exempt,58451.0,575.0834695486266,,1.0,,,2623976.317652651,3250472.3871263512,,,,,,,,"ElectricityUse,NaturalGasUse,TotalGHGEmissions",,,44.66761818037469,65.38028169014085,B,2950,83.33333333333334,1.0,A,,,"[{""building_id"": ""1940"", ""weight"": 0.56113, ""building_name"": ""Building 1940""}, {""building_id"": ""856"", ""weight"": 0.23352, ""building_name"": ""Building 856""}, {""building_id"": ""3812"", ""weight"": 0.20535, ""building_name"": ""Building 3812""}]","[{""building_id"": ""1940"", ""weight"": 0.56113, ""building_name"": ""Building 1940""}, {""building_id"": ""856"", ""weight"": 0.23352, ""building_name"": ""Building 856""}, {""building_id"": ""3812"", ""weight"": 0.20535, ""building_name"": ""Building 3812""}]","[{""building_id"": ""1940"", ""weight"": 0.56113, ""building_name"": ""Building 1940""}, {""building_id"": ""856"", ""weight"": 0.23352, ""building_name"": ""Building 856""}, {""building_id"": ""3812"", ""weight"": 0.20535, ""building_name"": ""Building 3812""}]","[{""building_id"": ""1940"", ""weight"": 0.56113}, {""building_id"": ""856"", ""weight"": 0.23352}, {""building_id"": ""3812"", ""weight"": 0.20535}]","[{""building_id"": ""1940"", ""weight"": 0.56113}, {""building_id"": ""856"", ""weight"": 0.23352}, {""building_id"": ""3812"", ""weight"": 0.20535}]","[{""building_id"": ""1940"", ""weight"": 0.56113}, {""building_id"": ""856"", ""weight"": 0.23352}, {""building_id"": ""3812"", ""weight"": 0.20535}]","[{""building_id"": ""1940"", ""weight"": 0.56113}, {""building_id"": ""856"", ""weight"": 0.23352}, {""building_id"": ""3812"", ""weight"": 0.20535}]","[{""building_id"": ""1940"", ""weight"": 0.56113}, {""building_id"": ""856"", ""weight"": 0.23352}, {""building_id"": ""3812"", ""weight"": 0.20535}]","[{""building_id"": ""1940"", ""weight"": 0.56113}, {""building_id"": ""856"", ""weight"": 0.23352}, {""building_id"": ""3812"", ""weight"": 0.20535}]"
256545,2021,Submitted,153000.0,1833.4,12.0,1.0,2.0,47.0,7407933.1,14597220.2,0.0,0.0,,143.8,235.7,150.4,242.6,,9.847596717467752,F,33.66453756993368,46.140845070422536,C,3489,100.0,0.0,A,33.38013638690289,D,,,,,,,,,
101765,2021,Submitted,1178377.0,7570.2,6.6,1.0,3.0,65.0,53002519.8,0.0,0.0,0.0,,46.5,130.2,47.6,133.3,,46.737006643220006,C,100.0,99.943661971831,A,150,100.0,0.0,A,73.3459681103424,B,,,,,,,,,
